source,target
f_erythroxylum_plowmanianum_26,142.1
f_erythroxylum_plowmanianum_26,79.1
f_erythroxylum_plowmanianum_26,81.1
f_erythroxylum_plowmanianum_26,246.1
f_erythroxylum_plowmanianum_26,124.1
f_erythroxylum_plowmanianum_28,456.4
f_erythroxylum_plowmanianum_28,457.4
f_erythroxylum_plowmanianum_28,107.0
f_erythroxylum_plowmanianum_28,206.2
f_erythroxylum_plowmanianum_28,79.1
f_erythroxylum_plowmanianum_28,178.1
f_erythroxylum_plowmanianum_28,149.1
f_erythroxylum_plowmanianum_28,55.1
f_erythroxylum_plowmanianum_28,220.2
f_erythroxylum_plowmanianum_29,193.1
f_erythroxylum_plowmanianum_29,134.1
f_erythroxylum_plowmanianum_29,72.1
f_erythroxylum_plowmanianum_29,105.0
f_erythroxylum_plowmanianum_29,106.0
f_erythroxylum_plowmanianum_29,176.1
f_erythroxylum_plowmanianum_29,177.1
f_erythroxylum_plowmanianum_29,122.1
f_erythroxylum_plowmanianum_29,95.0
f_erythroxylum_plowmanianum_32,97.0
f_erythroxylum_plowmanianum_32,99.1
f_erythroxylum_plowmanianum_32,195.2
f_erythroxylum_plowmanianum_32,133.0
f_erythroxylum_plowmanianum_32,135.1
f_erythroxylum_plowmanianum_32,73.0
f_erythroxylum_plowmanianum_32,107.1
f_erythroxylum_plowmanianum_32,524.3
f_erythroxylum_plowmanianum_32,525.2
f_erythroxylum_plowmanianum_32,81.1
f_erythroxylum_plowmanianum_32,177.2
f_erythroxylum_plowmanianum_32,85.0
f_erythroxylum_plowmanianum_32,213.2
f_erythroxylum_plowmanianum_32,121.1
f_erythroxylum_plowmanianum_32,95.1
f_erythroxylum_plowmanianum_42,608.3
f_erythroxylum_plowmanianum_42,547.2
f_erythroxylum_plowmanianum_42,548.2
f_erythroxylum_plowmanianum_42,579.3
f_erythroxylum_plowmanianum_42,519.2
f_erythroxylum_plowmanianum_42,607.3
f_erythroxylum_plowmanianum_42,885.6
f_erythroxylum_plowmanianum_42,886.6
f_erythroxylum_plowmanianum_42,857.6
f_erythroxylum_plowmanianum_42,473.2
f_erythroxylum_plowmanianum_42,474.2
f_erythroxylum_plowmanianum_42,475.2
f_erythroxylum_plowmanianum_42,606.3
f_erythroxylum_plowmanianum_42,447.2
f_erythroxylum_plowmanianum_43,122.1
f_erythroxylum_plowmanianum_43,262.1
f_erythroxylum_plowmanianum_43,105.0
f_erythroxylum_plowmanianum_43,140.1
f_erythroxylum_plowmanianum_43,82.1
f_erythroxylum_plowmanianum_43,83.0
f_erythroxylum_plowmanianum_43,86.1
f_erythroxylum_plowmanianum_43,58.1
f_erythroxylum_plowmanianum_46,72.1
f_erythroxylum_plowmanianum_46,107.0
f_erythroxylum_plowmanianum_46,237.2
f_erythroxylum_plowmanianum_46,79.1
f_erythroxylum_plowmanianum_46,115.1
f_erythroxylum_plowmanianum_46,149.1
f_erythroxylum_plowmanianum_46,55.1
f_erythroxylum_plowmanianum_46,89.1
f_erythroxylum_plowmanianum_46,220.2
f_erythroxylum_plowmanianum_49,191.1
f_erythroxylum_plowmanianum_49,163.1
f_erythroxylum_plowmanianum_49,165.1
f_erythroxylum_plowmanianum_49,71.1
f_erythroxylum_plowmanianum_49,205.1
f_erythroxylum_plowmanianum_49,429.4
f_erythroxylum_plowmanianum_49,175.1
f_erythroxylum_plowmanianum_49,177.1
f_erythroxylum_plowmanianum_49,149.1
f_erythroxylum_plowmanianum_49,85.1
f_erythroxylum_plowmanianum_49,57.1
f_erythroxylum_plowmanianum_49,219.1
f_erythroxylum_plowmanianum_49,95.1
f_erythroxylum_plowmanianum_50,515.2
f_erythroxylum_plowmanianum_50,647.2
f_erythroxylum_plowmanianum_50,587.2
f_erythroxylum_plowmanianum_50,524.2
f_erythroxylum_plowmanianum_50,556.2
f_erythroxylum_plowmanianum_50,557.2
f_erythroxylum_plowmanianum_50,939.6
f_erythroxylum_plowmanianum_50,496.2
f_erythroxylum_plowmanianum_50,497.2
f_erythroxylum_plowmanianum_50,498.2
f_erythroxylum_plowmanianum_50,940.6
f_erythroxylum_plowmanianum_50,597.2
f_erythroxylum_plowmanianum_50,629.2
f_erythroxylum_plowmanianum_50,630.2
f_erythroxylum_plowmanianum_50,661.3
f_erythroxylum_plowmanianum_50,569.2
f_erythroxylum_plowmanianum_50,662.3
f_erythroxylum_plowmanianum_56,131.0
f_erythroxylum_plowmanianum_56,103.1
f_erythroxylum_plowmanianum_56,330.2
f_erythroxylum_plowmanianum_56,82.1
f_erythroxylum_plowmanianum_56,182.1
f_erythroxylum_plowmanianum_56,150.1
f_erythroxylum_plowmanianum_66,133.1
f_erythroxylum_plowmanianum_66,135.1
f_erythroxylum_plowmanianum_66,137.1
f_erythroxylum_plowmanianum_66,149.1
f_erythroxylum_plowmanianum_66,151.1
f_erythroxylum_plowmanianum_66,175.1
f_erythroxylum_plowmanianum_66,193.2
f_erythroxylum_plowmanianum_66,67.1
f_erythroxylum_plowmanianum_66,69.1
f_erythroxylum_plowmanianum_66,69.0
f_erythroxylum_plowmanianum_66,81.1
f_erythroxylum_plowmanianum_66,83.0
f_erythroxylum_plowmanianum_66,83.1
f_erythroxylum_plowmanianum_66,211.2
f_erythroxylum_plowmanianum_66,93.1
f_erythroxylum_plowmanianum_66,95.1
f_erythroxylum_plowmanianum_66,107.1
f_erythroxylum_plowmanianum_66,109.1
f_erythroxylum_plowmanianum_66,119.1
f_erythroxylum_plowmanianum_66,121.1
f_erythroxylum_plowmanianum_66,123.1
f_erythroxylum_plowmanianum_67,161.1
f_erythroxylum_plowmanianum_67,133.1
f_erythroxylum_plowmanianum_67,197.1
f_erythroxylum_plowmanianum_67,135.1
f_erythroxylum_plowmanianum_67,105.1
f_erythroxylum_plowmanianum_67,107.1
f_erythroxylum_plowmanianum_67,179.1
f_erythroxylum_plowmanianum_67,119.1
f_erythroxylum_plowmanianum_67,151.1
f_erythroxylum_plowmanianum_67,121.1
f_erythroxylum_plowmanianum_67,91.1
f_erythroxylum_plowmanianum_67,93.1
f_erythroxylum_plowmanianum_69,871.6
f_erythroxylum_plowmanianum_69,872.6
f_erythroxylum_plowmanianum_69,459.2
f_erythroxylum_plowmanianum_69,460.2
f_erythroxylum_plowmanianum_69,461.2
f_erythroxylum_plowmanianum_69,592.3
f_erythroxylum_plowmanianum_69,593.3
f_erythroxylum_plowmanianum_69,594.3
f_erythroxylum_plowmanianum_69,533.3
f_erythroxylum_plowmanianum_69,534.3
f_erythroxylum_plowmanianum_76,608.3
f_erythroxylum_plowmanianum_76,547.2
f_erythroxylum_plowmanianum_76,548.2
f_erythroxylum_plowmanianum_76,579.3
f_erythroxylum_plowmanianum_76,519.2
f_erythroxylum_plowmanianum_76,606.3
f_erythroxylum_plowmanianum_76,607.3
f_erythroxylum_plowmanianum_76,885.6
f_erythroxylum_plowmanianum_76,886.6
f_erythroxylum_plowmanianum_76,473.2
f_erythroxylum_plowmanianum_76,474.2
f_erythroxylum_plowmanianum_76,475.2
f_erythroxylum_plowmanianum_76,446.2
f_erythroxylum_plowmanianum_76,447.2
f_erythroxylum_plowmanianum_79,128.0
f_erythroxylum_plowmanianum_79,192.1
f_erythroxylum_plowmanianum_79,100.1
f_erythroxylum_plowmanianum_79,119.0
f_erythroxylum_plowmanianum_90,193.1
f_erythroxylum_plowmanianum_90,162.1
f_erythroxylum_plowmanianum_90,72.1
f_erythroxylum_plowmanianum_90,105.0
f_erythroxylum_plowmanianum_90,264.2
f_erythroxylum_plowmanianum_90,247.2
f_erythroxylum_plowmanianum_96,608.3
f_erythroxylum_plowmanianum_96,547.2
f_erythroxylum_plowmanianum_96,548.2
f_erythroxylum_plowmanianum_96,579.3
f_erythroxylum_plowmanianum_96,519.2
f_erythroxylum_plowmanianum_96,885.6
f_erythroxylum_plowmanianum_96,474.2
f_erythroxylum_plowmanianum_96,475.2
f_erythroxylum_plowmanianum_96,606.3
f_erythroxylum_plowmanianum_96,607.3
f_erythroxylum_plowmanianum_99,134.1
f_erythroxylum_plowmanianum_99,105.0
f_erythroxylum_plowmanianum_99,207.1
f_erythroxylum_plowmanianum_99,176.1
f_erythroxylum_plowmanianum_99,86.1
f_erythroxylum_plowmanianum_107,96.1
f_erythroxylum_plowmanianum_107,124.1
f_erythroxylum_plowmanianum_107,93.1
f_erythroxylum_plowmanianum_107,246.1
f_erythroxylum_plowmanianum_502,96.1
f_erythroxylum_plowmanianum_502,160.1
f_erythroxylum_plowmanianum_502,98.1
f_erythroxylum_plowmanianum_502,142.1
f_erythroxylum_plowmanianum_502,111.1
f_erythroxylum_plowmanianum_502,124.1
f_erythroxylum_plowmanianum_502,83.1
f_erythroxylum_plowmanianum_502,84.1
f_erythroxylum_plowmanianum_502,85.1
f_erythroxylum_plowmanianum_502,116.1
f_erythroxylum_plowmanianum_502,125.1
f_erythroxylum_plowmanianum_502,60.0
f_erythroxylum_plowmanianum_502,93.1
f_erythroxylum_plowmanianum_502,95.1
taxon_erythroxylum_plowmanianum,518.3
taxon_erythroxylum_plowmanianum,520.3
taxon_erythroxylum_plowmanianum,521.3
taxon_erythroxylum_plowmanianum,522.4
taxon_erythroxylum_plowmanianum,521.2
taxon_erythroxylum_plowmanianum,524.3
taxon_erythroxylum_plowmanianum,524.4
taxon_erythroxylum_plowmanianum,521.1
taxon_erythroxylum_plowmanianum,536.3
taxon_erythroxylum_plowmanianum,538.2
taxon_erythroxylum_plowmanianum,538.4
taxon_erythroxylum_plowmanianum,540.3
taxon_erythroxylum_plowmanianum,540.2
taxon_erythroxylum_plowmanianum,542.3
taxon_erythroxylum_plowmanianum,545.2
taxon_erythroxylum_plowmanianum,546.4
taxon_erythroxylum_plowmanianum,552.3
taxon_erythroxylum_plowmanianum,552.4
taxon_erythroxylum_plowmanianum,554.3
taxon_erythroxylum_plowmanianum,558.3
taxon_erythroxylum_plowmanianum,559.3
taxon_erythroxylum_plowmanianum,561.2
taxon_erythroxylum_plowmanianum,568.4
taxon_erythroxylum_plowmanianum,569.2
taxon_erythroxylum_plowmanianum,570.2
taxon_erythroxylum_plowmanianum,573.2
taxon_erythroxylum_plowmanianum,579.1
taxon_erythroxylum_plowmanianum,579.2
taxon_erythroxylum_plowmanianum,581.3
taxon_erythroxylum_plowmanianum,580.3
taxon_erythroxylum_plowmanianum,585.4
taxon_erythroxylum_plowmanianum,589.2
taxon_erythroxylum_plowmanianum,591.2
taxon_erythroxylum_plowmanianum,591.5
taxon_erythroxylum_plowmanianum,593.3
taxon_erythroxylum_plowmanianum,595.2
taxon_erythroxylum_plowmanianum,1620.9
taxon_erythroxylum_plowmanianum,599.2
taxon_erythroxylum_plowmanianum,600.3
taxon_erythroxylum_plowmanianum,605.2
taxon_erythroxylum_plowmanianum,607.2
taxon_erythroxylum_plowmanianum,609.2
taxon_erythroxylum_plowmanianum,611.2
taxon_erythroxylum_plowmanianum,621.2
taxon_erythroxylum_plowmanianum,627.2
taxon_erythroxylum_plowmanianum,630.1
taxon_erythroxylum_plowmanianum,633.1
taxon_erythroxylum_plowmanianum,637.2
taxon_erythroxylum_plowmanianum,647.2
taxon_erythroxylum_plowmanianum,654.3
taxon_erythroxylum_plowmanianum,655.2
taxon_erythroxylum_plowmanianum,657.2
taxon_erythroxylum_plowmanianum,658.2
taxon_erythroxylum_plowmanianum,667.4
taxon_erythroxylum_plowmanianum,160.1
taxon_erythroxylum_plowmanianum,686.4
taxon_erythroxylum_plowmanianum,181.1
taxon_erythroxylum_plowmanianum,695.1
taxon_erythroxylum_plowmanianum,192.1
taxon_erythroxylum_plowmanianum,193.1
taxon_erythroxylum_plowmanianum,193.2
taxon_erythroxylum_plowmanianum,704.5
taxon_erythroxylum_plowmanianum,197.1
taxon_erythroxylum_plowmanianum,198.1
taxon_erythroxylum_plowmanianum,200.1
taxon_erythroxylum_plowmanianum,200.2
taxon_erythroxylum_plowmanianum,714.6
taxon_erythroxylum_plowmanianum,718.5
taxon_erythroxylum_plowmanianum,207.1
taxon_erythroxylum_plowmanianum,208.1
taxon_erythroxylum_plowmanianum,208.0
taxon_erythroxylum_plowmanianum,722.6
taxon_erythroxylum_plowmanianum,211.2
taxon_erythroxylum_plowmanianum,723.1
taxon_erythroxylum_plowmanianum,213.1
taxon_erythroxylum_plowmanianum,221.2
taxon_erythroxylum_plowmanianum,223.1
taxon_erythroxylum_plowmanianum,736.6
taxon_erythroxylum_plowmanianum,225.1
taxon_erythroxylum_plowmanianum,224.2
taxon_erythroxylum_plowmanianum,227.1
taxon_erythroxylum_plowmanianum,228.2
taxon_erythroxylum_plowmanianum,229.2
taxon_erythroxylum_plowmanianum,229.1
taxon_erythroxylum_plowmanianum,1770.1
taxon_erythroxylum_plowmanianum,237.2
taxon_erythroxylum_plowmanianum,239.1
taxon_erythroxylum_plowmanianum,242.1
taxon_erythroxylum_plowmanianum,246.1
taxon_erythroxylum_plowmanianum,758.2
taxon_erythroxylum_plowmanianum,248.1
taxon_erythroxylum_plowmanianum,760.6
taxon_erythroxylum_plowmanianum,250.2
taxon_erythroxylum_plowmanianum,251.2
taxon_erythroxylum_plowmanianum,251.1
taxon_erythroxylum_plowmanianum,256.1
taxon_erythroxylum_plowmanianum,257.1
taxon_erythroxylum_plowmanianum,257.2
taxon_erythroxylum_plowmanianum,259.2
taxon_erythroxylum_plowmanianum,262.1
taxon_erythroxylum_plowmanianum,262.2
taxon_erythroxylum_plowmanianum,264.1
taxon_erythroxylum_plowmanianum,264.2
taxon_erythroxylum_plowmanianum,265.2
taxon_erythroxylum_plowmanianum,774.6
taxon_erythroxylum_plowmanianum,272.2
taxon_erythroxylum_plowmanianum,1296.3
taxon_erythroxylum_plowmanianum,792.6
taxon_erythroxylum_plowmanianum,793.2
taxon_erythroxylum_plowmanianum,285.2
taxon_erythroxylum_plowmanianum,288.2
taxon_erythroxylum_plowmanianum,289.1
taxon_erythroxylum_plowmanianum,291.1
taxon_erythroxylum_plowmanianum,1315.3
taxon_erythroxylum_plowmanianum,293.1
taxon_erythroxylum_plowmanianum,293.2
taxon_erythroxylum_plowmanianum,297.2
taxon_erythroxylum_plowmanianum,1322.4
taxon_erythroxylum_plowmanianum,299.1
taxon_erythroxylum_plowmanianum,297.1
taxon_erythroxylum_plowmanianum,301.2
taxon_erythroxylum_plowmanianum,1327.4
taxon_erythroxylum_plowmanianum,304.2
taxon_erythroxylum_plowmanianum,304.3
taxon_erythroxylum_plowmanianum,820.2
taxon_erythroxylum_plowmanianum,308.3
taxon_erythroxylum_plowmanianum,310.1
taxon_erythroxylum_plowmanianum,826.5
taxon_erythroxylum_plowmanianum,318.3
taxon_erythroxylum_plowmanianum,330.2
taxon_erythroxylum_plowmanianum,331.1
taxon_erythroxylum_plowmanianum,844.7
taxon_erythroxylum_plowmanianum,842.5
taxon_erythroxylum_plowmanianum,332.3
taxon_erythroxylum_plowmanianum,347.1
taxon_erythroxylum_plowmanianum,864.5
taxon_erythroxylum_plowmanianum,357.3
taxon_erythroxylum_plowmanianum,871.6
taxon_erythroxylum_plowmanianum,873.6
taxon_erythroxylum_plowmanianum,880.5
taxon_erythroxylum_plowmanianum,370.2
taxon_erythroxylum_plowmanianum,371.3
taxon_erythroxylum_plowmanianum,371.2
taxon_erythroxylum_plowmanianum,373.2
taxon_erythroxylum_plowmanianum,885.6
taxon_erythroxylum_plowmanianum,375.2
taxon_erythroxylum_plowmanianum,887.6
taxon_erythroxylum_plowmanianum,372.2
taxon_erythroxylum_plowmanianum,374.2
taxon_erythroxylum_plowmanianum,893.6
taxon_erythroxylum_plowmanianum,895.5
taxon_erythroxylum_plowmanianum,896.5
taxon_erythroxylum_plowmanianum,898.5
taxon_erythroxylum_plowmanianum,387.2
taxon_erythroxylum_plowmanianum,388.3
taxon_erythroxylum_plowmanianum,389.2
taxon_erythroxylum_plowmanianum,390.2
taxon_erythroxylum_plowmanianum,392.3
taxon_erythroxylum_plowmanianum,393.3
taxon_erythroxylum_plowmanianum,394.2
taxon_erythroxylum_plowmanianum,907.5
taxon_erythroxylum_plowmanianum,908.6
taxon_erythroxylum_plowmanianum,403.2
taxon_erythroxylum_plowmanianum,916.6
taxon_erythroxylum_plowmanianum,412.2
taxon_erythroxylum_plowmanianum,412.3
taxon_erythroxylum_plowmanianum,419.4
taxon_erythroxylum_plowmanianum,420.1
taxon_erythroxylum_plowmanianum,420.2
taxon_erythroxylum_plowmanianum,932.6
taxon_erythroxylum_plowmanianum,939.6
taxon_erythroxylum_plowmanianum,429.4
taxon_erythroxylum_plowmanianum,430.2
taxon_erythroxylum_plowmanianum,431.4
taxon_erythroxylum_plowmanianum,431.1
taxon_erythroxylum_plowmanianum,433.2
taxon_erythroxylum_plowmanianum,431.2
taxon_erythroxylum_plowmanianum,435.1
taxon_erythroxylum_plowmanianum,437.1
taxon_erythroxylum_plowmanianum,442.1
taxon_erythroxylum_plowmanianum,955.5
taxon_erythroxylum_plowmanianum,954.6
taxon_erythroxylum_plowmanianum,444.3
taxon_erythroxylum_plowmanianum,446.4
taxon_erythroxylum_plowmanianum,447.2
taxon_erythroxylum_plowmanianum,449.1
taxon_erythroxylum_plowmanianum,962.6
taxon_erythroxylum_plowmanianum,451.4
taxon_erythroxylum_plowmanianum,964.6
taxon_erythroxylum_plowmanianum,455.2
taxon_erythroxylum_plowmanianum,456.4
taxon_erythroxylum_plowmanianum,459.3
taxon_erythroxylum_plowmanianum,461.2
taxon_erythroxylum_plowmanianum,463.2
taxon_erythroxylum_plowmanianum,464.2
taxon_erythroxylum_plowmanianum,977.2
taxon_erythroxylum_plowmanianum,466.4
taxon_erythroxylum_plowmanianum,469.1
taxon_erythroxylum_plowmanianum,471.1
taxon_erythroxylum_plowmanianum,472.3
taxon_erythroxylum_plowmanianum,476.2
taxon_erythroxylum_plowmanianum,476.3
taxon_erythroxylum_plowmanianum,480.2
taxon_erythroxylum_plowmanianum,482.3
taxon_erythroxylum_plowmanianum,485.2
taxon_erythroxylum_plowmanianum,487.1
taxon_erythroxylum_plowmanianum,491.1
taxon_erythroxylum_plowmanianum,493.2
taxon_erythroxylum_plowmanianum,505.2
taxon_erythroxylum_plowmanianum,496.3
taxon_erythroxylum_plowmanianum,498.4
taxon_erythroxylum_plowmanianum,502.3
taxon_erythroxylum_plowmanianum,503.2
taxon_erythroxylum_plowmanianum,504.3
taxon_erythroxylum_plowmanianum,505.3
taxon_erythroxylum_plowmanianum,507.3
taxon_oxyspora_paniculata,768.5
taxon_oxyspora_paniculata,512.4
taxon_oxyspora_paniculata,642.5
taxon_oxyspora_paniculata,644.5
taxon_oxyspora_paniculata,518.4
taxon_oxyspora_paniculata,395.4
taxon_oxyspora_paniculata,654.3
taxon_oxyspora_paniculata,526.4
taxon_oxyspora_paniculata,272.3
taxon_oxyspora_paniculata,404.3
taxon_oxyspora_paniculata,277.2
taxon_oxyspora_paniculata,406.3
taxon_oxyspora_paniculata,663.5
taxon_oxyspora_paniculata,279.2
taxon_oxyspora_paniculata,409.3
taxon_oxyspora_paniculata,411.3
taxon_oxyspora_paniculata,540.4
taxon_oxyspora_paniculata,413.4
taxon_oxyspora_paniculata,416.3
taxon_oxyspora_paniculata,674.5
taxon_oxyspora_paniculata,295.2
taxon_oxyspora_paniculata,679.5
taxon_oxyspora_paniculata,297.2
taxon_oxyspora_paniculata,682.4
taxon_oxyspora_paniculata,682.5
taxon_oxyspora_paniculata,429.4
taxon_oxyspora_paniculata,685.5
taxon_oxyspora_paniculata,687.5
taxon_oxyspora_paniculata,432.2
taxon_oxyspora_paniculata,438.4
taxon_oxyspora_paniculata,439.4
taxon_oxyspora_paniculata,311.2
taxon_oxyspora_paniculata,698.5
taxon_oxyspora_paniculata,570.5
taxon_oxyspora_paniculata,700.5
taxon_oxyspora_paniculata,445.4
taxon_oxyspora_paniculata,316.2
taxon_oxyspora_paniculata,703.5
taxon_oxyspora_paniculata,447.4
taxon_oxyspora_paniculata,452.4
taxon_oxyspora_paniculata,453.3
taxon_oxyspora_paniculata,584.5
taxon_oxyspora_paniculata,714.6
taxon_oxyspora_paniculata,460.3
taxon_oxyspora_paniculata,336.3
taxon_oxyspora_paniculata,593.3
taxon_oxyspora_paniculata,468.4
taxon_oxyspora_paniculata,343.1
taxon_oxyspora_paniculata,217.1
taxon_oxyspora_paniculata,607.5
taxon_oxyspora_paniculata,353.3
taxon_oxyspora_paniculata,482.4
taxon_oxyspora_paniculata,609.4
taxon_oxyspora_paniculata,614.5
taxon_oxyspora_paniculata,746.5
taxon_oxyspora_paniculata,234.1
taxon_oxyspora_paniculata,241.2
taxon_oxyspora_paniculata,626.5
taxon_oxyspora_paniculata,887.6
taxon_oxyspora_paniculata,380.3
taxon_oxyspora_paniculata,637.3
f_caesalpinia_enneaphylla_3,96.0
f_caesalpinia_enneaphylla_3,135.1
f_caesalpinia_enneaphylla_3,138.1
f_caesalpinia_enneaphylla_3,204.1
f_caesalpinia_enneaphylla_3,109.1
f_caesalpinia_enneaphylla_3,110.1
f_caesalpinia_enneaphylla_3,332.2
f_caesalpinia_enneaphylla_3,178.1
f_caesalpinia_enneaphylla_3,152.1
f_caesalpinia_enneaphylla_3,121.1
f_caesalpinia_enneaphylla_3,314.2
f_caesalpinia_enneaphylla_3,286.2
f_caesalpinia_enneaphylla_4,161.1
f_caesalpinia_enneaphylla_4,133.1
f_caesalpinia_enneaphylla_4,197.1
f_caesalpinia_enneaphylla_4,135.1
f_caesalpinia_enneaphylla_4,107.1
f_caesalpinia_enneaphylla_4,179.1
f_caesalpinia_enneaphylla_5,69.0
f_caesalpinia_enneaphylla_5,135.1
f_caesalpinia_enneaphylla_5,107.1
f_caesalpinia_enneaphylla_5,432.2
f_caesalpinia_enneaphylla_5,119.1
f_caesalpinia_enneaphylla_5,415.2
f_caesalpinia_enneaphylla_7,129.1
f_caesalpinia_enneaphylla_7,217.1
f_caesalpinia_enneaphylla_7,101.1
f_caesalpinia_enneaphylla_7,173.1
f_caesalpinia_enneaphylla_7,111.0
f_caesalpinia_enneaphylla_7,83.0
f_caesalpinia_enneaphylla_7,89.1
f_caesalpinia_enneaphylla_7,155.1
f_caesalpinia_enneaphylla_7,157.0
f_caesalpinia_enneaphylla_9,561.3
f_caesalpinia_enneaphylla_9,621.3
f_caesalpinia_enneaphylla_9,460.2
f_caesalpinia_enneaphylla_9,461.2
f_caesalpinia_enneaphylla_10,135.1
f_caesalpinia_enneaphylla_10,415.2
f_caesalpinia_enneaphylla_10,460.3
f_caesalpinia_enneaphylla_10,119.1
f_caesalpinia_enneaphylla_11,424.2
f_caesalpinia_enneaphylla_11,201.1
f_caesalpinia_enneaphylla_11,329.2
f_caesalpinia_enneaphylla_11,173.1
f_caesalpinia_enneaphylla_11,347.2
f_caesalpinia_enneaphylla_11,311.2
f_caesalpinia_enneaphylla_11,219.1
f_caesalpinia_enneaphylla_11,189.1
f_caesalpinia_enneaphylla_14,331.2
f_caesalpinia_enneaphylla_14,285.2
f_caesalpinia_enneaphylla_15,351.2
f_caesalpinia_enneaphylla_15,297.2
f_caesalpinia_enneaphylla_15,393.2
f_caesalpinia_enneaphylla_15,109.1
f_caesalpinia_enneaphylla_15,277.2
f_caesalpinia_enneaphylla_15,375.2
f_caesalpinia_enneaphylla_15,410.3
f_caesalpinia_enneaphylla_15,315.2
f_caesalpinia_enneaphylla_15,95.0
f_caesalpinia_enneaphylla_16,135.1
f_caesalpinia_enneaphylla_16,137.1
f_caesalpinia_enneaphylla_16,109.1
f_caesalpinia_enneaphylla_16,81.1
f_caesalpinia_enneaphylla_16,121.1
f_caesalpinia_enneaphylla_16,219.2
f_caesalpinia_enneaphylla_16,93.1
f_caesalpinia_enneaphylla_16,159.1
f_caesalpinia_enneaphylla_17,609.3
f_caesalpinia_enneaphylla_17,531.2
f_caesalpinia_enneaphylla_17,591.3
f_caesalpinia_enneaphylla_17,559.2
f_caesalpinia_enneaphylla_18,593.3
f_caesalpinia_enneaphylla_18,460.2
f_caesalpinia_enneaphylla_18,533.3
f_caesalpinia_enneaphylla_20,99.1
f_caesalpinia_enneaphylla_20,67.1
f_caesalpinia_enneaphylla_20,71.1
f_caesalpinia_enneaphylla_20,135.1
f_caesalpinia_enneaphylla_20,295.2
f_caesalpinia_enneaphylla_20,81.1
f_caesalpinia_enneaphylla_20,179.1
f_caesalpinia_enneaphylla_20,277.2
f_caesalpinia_enneaphylla_20,93.1
f_caesalpinia_enneaphylla_22,147.1
f_caesalpinia_enneaphylla_22,221.2
f_caesalpinia_enneaphylla_22,203.2
f_caesalpinia_enneaphylla_23,581.2
f_caesalpinia_enneaphylla_23,525.2
f_caesalpinia_enneaphylla_23,654.3
f_caesalpinia_enneaphylla_23,337.0
f_caesalpinia_enneaphylla_23,637.3
f_caesalpinia_enneaphylla_24,297.2
f_caesalpinia_enneaphylla_24,410.3
f_caesalpinia_enneaphylla_24,315.2
f_caesalpinia_enneaphylla_24,277.2
f_caesalpinia_enneaphylla_25,227.2
f_caesalpinia_enneaphylla_25,453.3
f_caesalpinia_enneaphylla_25,199.2
f_caesalpinia_enneaphylla_25,340.3
f_caesalpinia_enneaphylla_25,86.1
f_caesalpinia_enneaphylla_25,566.4
f_caesalpinia_enneaphylla_26,135.1
f_caesalpinia_enneaphylla_26,329.2
f_caesalpinia_enneaphylla_26,438.2
f_caesalpinia_enneaphylla_26,311.2
f_caesalpinia_enneaphylla_26,189.1
f_caesalpinia_enneaphylla_26,343.2
f_caesalpinia_enneaphylla_28,161.1
f_caesalpinia_enneaphylla_28,83.0
f_caesalpinia_enneaphylla_28,109.1
f_caesalpinia_enneaphylla_28,223.2
f_caesalpinia_enneaphylla_29,181.1
f_caesalpinia_enneaphylla_29,135.1
f_caesalpinia_enneaphylla_31,329.2
f_caesalpinia_enneaphylla_31,371.2
f_caesalpinia_enneaphylla_31,406.2
f_caesalpinia_enneaphylla_31,311.2
f_caesalpinia_enneaphylla_32,201.1
f_caesalpinia_enneaphylla_32,299.2
f_caesalpinia_enneaphylla_32,317.2
f_caesalpinia_enneaphylla_32,377.2
f_caesalpinia_enneaphylla_36,331.2
f_caesalpinia_enneaphylla_36,271.2
f_caesalpinia_enneaphylla_36,95.0
f_caesalpinia_enneaphylla_38,167.0
f_caesalpinia_enneaphylla_38,205.0
f_caesalpinia_enneaphylla_38,173.1
f_caesalpinia_enneaphylla_38,313.1
f_caesalpinia_enneaphylla_38,223.1
f_caesalpinia_enneaphylla_39,104.1
f_caesalpinia_enneaphylla_39,272.3
f_caesalpinia_enneaphylla_39,58.1
f_caesalpinia_enneaphylla_43,313.1
f_caesalpinia_enneaphylla_43,205.0
f_caesalpinia_enneaphylla_43,223.1
f_caesalpinia_enneaphylla_45,392.2
f_caesalpinia_enneaphylla_45,315.2
f_caesalpinia_enneaphylla_45,149.1
f_caesalpinia_enneaphylla_46,299.2
f_caesalpinia_enneaphylla_46,454.3
f_caesalpinia_enneaphylla_46,359.2
f_caesalpinia_enneaphylla_47,207.2
f_caesalpinia_enneaphylla_47,149.1
f_caesalpinia_enneaphylla_47,270.2
f_caesalpinia_enneaphylla_47,189.2
f_caesalpinia_enneaphylla_48,97.1
f_caesalpinia_enneaphylla_48,109.1
f_caesalpinia_enneaphylla_48,413.4
f_caesalpinia_enneaphylla_50,67.1
f_caesalpinia_enneaphylla_50,109.1
f_caesalpinia_enneaphylla_50,81.1
f_caesalpinia_enneaphylla_50,279.2
f_caesalpinia_enneaphylla_50,95.1
f_caesalpinia_enneaphylla_52,459.2
f_caesalpinia_enneaphylla_52,399.2
f_caesalpinia_enneaphylla_54,361.2
f_caesalpinia_enneaphylla_54,396.2
f_caesalpinia_enneaphylla_54,301.2
f_caesalpinia_enneaphylla_56,394.3
f_caesalpinia_enneaphylla_56,299.2
f_caesalpinia_enneaphylla_56,261.2
